ID,Ilac_Adi,Etkin_Madde,Firma
8736,MİXTARD 30 HM PENFİLL 100 IU/ML ENJEKSİYONLUK SÜSPANSİYON İÇEREN KARTUŞ,İNSAN İNSÜLİNİ,NOVO NORDİSK SAĞLIK ÜRÜNLERİ TİC. LTD. ŞTİ
8737,MİYADREN 100 MG DEĞİŞTİRİLMİŞ SALIMLI TABLET,DİKLOFENAK SODYUM,YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SAN. VE TİC. A.Ş.
8738,MIYADREN 75 MG/ 3 ML IM AMPUL,DİKLOFENAK SODYUM,YAVUZ
8739,MİYADREN RETARD 100MG MİKROPELLET KAPSÜL,DİKLOFENAK SODYUM,YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SAN. VE TİC. A.Ş.
8740,MIYASTU 180 MG UZATıLMış SALıMLı TABLET,PIRIDOSTIGMIN BROMüR,Koçsel İlaç Sanayi ve Ticaret A.Ş.
8741,"MIYELEKSOR 24 MG/1,2 ML S.C. ENJEKSIYONLUK  ÇöZELTI",PLERIKSAFOR,VEM İLAÇ SAN. VE TİC. A. Ş.
8742,MİYOCORD 200 MG TABLET,AMİADARON HİDROKLORÜR,NEUTEC İLAÇ SAN. TİC. A.Ş.
8743,MIYOREL 375 MG/300 MG TABLET,METOKARBAMOL+PARASETAMOL,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.
8744,MMR-II 0.5 ML ENJEKSIYONLUK SüSPANSIYON İçIN TOZ İçEREN FLAKON VE ÇöZüCü,"KIZAMIK, KABAKULAK, KIZAMIKÇIK VIRÜSLERI (CANLI, ATENÜE)",MERCK SHARP DOHME ILAÇLARI LTD. ŞTI.
8745,MODET 1000 MG FİLM KAPLI TABLET,KALSİYUM DOBESİLAT MONOHİDRAT,SANTA FARMA İLAÇ SAN A.Ş.
8746,MODET 500 MG KAPSÜL,KALSIYUM DOBESILAT MONOHİDRAT,SANTA FARMA İLAÇ SAN. A.Ş.
8747,MODIODAL 100 MG TABLET,MODAFINIL,MED İLAÇ SAN. VE TİC. A.Ş.
8748,MODIODAL 100 MG TABLET,MODAFINIL,TEVA İLAÇLARI SAN. VE TİC. A.Ş.
8749,MODİOGEN 100 MG TABLET,MODAFİNİL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SAN. VE TİC. A.Ş.
8750,MODİOGEN 200 MG TABLET,MODAFİNİL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ A.Ş.
8751,MODIVID 1 G IM/IV ENJEKTABL TOZ IÇEREN FLAKON,SEFODIZIM DISODYUM,SANOFİ AVENTİS İLAÇLARI LTD. ŞTİ.
8752,MODIVID 2.0 G IV STERIL FLAKON,Amilorid,
8753,MODIVIGIL 100 MG TABLET,MODAFINIL,ADEKA İLAÇ SAN. VE TİC. A.Ş.
8754,MODIVIGIL 200 MG TABLET,MODAFINIL,ADEKA İLAÇ SAN. VE TİC. A.Ş.
8755,MODIWAKE 100 MG TABLET,MODAFINIL,GENERİCA İLAÇ SAN. VE TİC. A.Ş.
8756,MODIWAKE 200 MG TABLET,MODAFINIL,GENERİCA İLAÇ SAN. VE TİC. A.Ş.
8757,MODURETIC TABLET,Amilorid,
8758,MOFECEPT 250 MG FILM KAPLı TABLET,MIKOFENOLAT MOFETIL,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş
8759,MOFECEPT 500 MG FILM KAPLı TABLET,MIKOFENOLAT MOFETIL,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş
8760,MOFELOX 400 MG FİLM TABLET,MOKSİFLOKSASİN,KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş
8761,MOFELOX 400 MG/250ML IV İNFüZYONLUK ÇöZELTI,MOKSIFLOKSASIN,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
8762,"MOFLODEKSA 5 MG + 1 MG / ML GöZ DAMLASı, ÇöZELTI","MOKSIFLOKSASIN HIDROKLORüR ,DEKSAMETAZON SODYUM FOSFAT",World Medicine İlaç San. ve Tic. A.Ş.
8763,MOKSEFEN 400MG FILM TABLET,MOKSIFLOKSASIN,İLKO İLAÇ SAN. VE TİC. A.Ş
8764,MOKSEFEN 400MG/250ML İ.V. İNFÜZYON ÇÖZELTISI İÇEREN FLAKON,MOKSIFLOKSASIN,İLKO İLAÇ SAN. VE TİC. A.Ş.
8765,MOKSİLOX 400 MG/250 ML İ.V. İNFÜZYON İÇİN ÇÖZELTİ,MOKSİFLOKSASİN HİDROKLORÜR,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
8766,MOKSİNE 400 MG FİLM TABLET,MOKSIFLOKSASIN HIDROKLORÜR,DEEVA HOLDİNG A.Ş.
8767,MOLAR SODYUM BİKARBONAT OSEL %8.4 ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,SODYUM BİKARBONAT,OSEL İLAÇ SAN. VE TİC. A.Ş.
8768,MOLCEF 100 MG / 5 ML ORAL SüSPANSIYON HAZıRLAMAK  IçIN KURU TOZ,SEFIKSIM TRIHIDRAT,Neutec İlaç San. Tic. A.Ş.
8769,MOLCEF 200 MG/5ML ORAL SÜSPANSIYON HAZIRLAMAK İÇIN KURU TOZ,SEFIKSIM TRIHIDRAT,NEUTEC İLAÇ SAN. TİC. A.Ş.
8770,MOLCEF 200MG FILM KAPLI TABLET,SEFIKSIM TRIHIDRAT,NEUTEC İLAÇ SAN. TİC. A.Ş.
8771,MOLCEF 200MG FILM KAPLI TABLET,SEFIKSIM TRIHIDRAT,
8772,MOLCEF 400 MG FILM KAPLı TABLET,SEFIKSIM (SEFIKSIM TRIHIDRAT OLARAK),Neutec İlaç San. Tic A.Ş.
8773,"MOLCEF PLUS 100/62,5 MG FİLM KAPLI TABLET",SEFİKSİM TRİHİDRAT/POTASYUM KLAVULANAT,NEUTEC İLAÇ SAN. TİC. A.Ş.
8774,"MOLCEF PLUS 100/62,5 MG FİLM KAPLI TABLET",SEFİKSİM TRİHİDRAT/POTASYUM KLAVULANAT,NEUTEC İLAÇ SAN. TİC. A.Ş.
8775,MOLCEF PLUS 100MG/62.5MG/5ML ORAL SÜSPANSIYON HAZIRLAMAK İÇIN KURU TOZ,"SEFIKSIM TRIHIDRAT, POTASYUM KLAVULANAT-SYLOID",İNVENTİM İLAÇ SAN. TİC. A.Ş.
8776,MOLCEF PLUS 200/125MG FILM KAPLI TABLET,POTASYUM KLAVULANAT,NEUTEC İLAÇ SAN. TİC. A.Ş.
8777,MOLCEF PLUS 200MG/62.5MG/5ML ORAL SÜSPANSIYON HAZIRLAMAK İÇIN KURU TOZ,"SEFIKSIM TRIHIDRAT, POTASYUM KLAVULANAT-SYLOID",NEUTEC İLAÇ SAN. TİC. A.Ş.
8778,MOLCEF PLUS 400/125MG FILM KAPLI TABLET,POTASYUM KLAVULANAT,NEUTEC İLAÇ SAN. TİC. A.Ş.
8779,MOLEV 1000 MG FILM KAPLI TABLET,LEVETIRASETAM,VİTALİS İLAÇ SAN. TİC. A.Ş.
8780,MOLEV 1000 MG FİLM KAPLI TABLET,LEVETIRASETAM,VİTALİS İLAÇ SAN. TİC. A.Ş.
8781,MOLEV 250 MG FİLM KAPLI TABLET,LEVETİRASETAM,VİTALİS İLAÇ SAN. TİC. A.Ş.
8782,MOLEV 250 MG FİLM KAPLI TABLET,LEVETIRASETAM,VİTALİS İLAÇ SAN. TİC. A.Ş.
8783,MOLEV 500 MG FILM KAPLI TABLET,LEVETIRASETAM,VİTALİS İLAÇ SAN. TİC. A.Ş.
8784,MOLEV 500 MG FİLM TABLET,LEVETIRASETAM,VİTALİS İLAÇ SAN. TİC. A.Ş.
8785,MOLIT 20 MG/ML ENJEKSİYONLUK ÇÖZELTİ,HIYOSIN-N-BUTILBROMÜR,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
8786,MOLIT PLUS 500 MG / 10 MG TABLET,"PARASETAMOL, HIYOSIN-N-BUTILBROMüR",ADEKA İLAÇ SANAYİ  VE TİC.A.Ş.
8787,MOLREM 15MG EFERVESAN TABLET,MIRTAZAPIN,CELTİS İLAÇ SAN. VE TİC. A.Ş.
8788,MOLREM 30MG EFERVESAN TABLET,MIRTAZAPIN,CELTİS İLAÇ SAN. VE TİC. A.Ş.
8789,MOLREM 45MG EFERVESAN TABLET,MIRTAZAPIN,CELTİS İLAÇ SAN. VE TİC. A.Ş.
8790,MOLTEK FDG I.V ENJEKSIYONLUK çöZELTI IçEREN FLAKON,FLORODEOKSIGLUKOZ,MOLTEK SAĞLIK HİZMETLERİ ÜRETİM VE PAZARLAMA A.Ş.
8791,MOMECON  % 0.1 KREM,MOMETAZON FUROAT,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
8792,MOMECON % 0.1 LOSYON,MOMETAZON FUROAT,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
8793,"MOMECON %0.05 BURUN SPREYİ, SÜSPANSİYON",MOMETAZON FUROAT,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
8794,MOMECON %0.1 POMAT,MOMETAZON FUROAT,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
8795,"MOMENTUM  LOSYON  %0,1",MOMETAZON FUROAT,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
8796,MOMESALIC %0. 1 + %5 MERHEM,MOMETAZON FUROAT+SALISILIK ASIT,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
8797,"MOMESY % 0,05 BURUN SPREYI, SüSPANSIYON",MOMETAZON FUROAT,WORLD MEDİCİNE İLAÇ SAN VE TİC. A.Ş.
8798,"MOMETİX AQ % 0,05 BURUN SPREYI, SüSPANSIYON",MOMETAZON FUROAT,DROGSAN İLAÇLARI SAN. VE TİC. A.Ş.
8799,"MON IYOT-131 0,37-7400 MBQ ORAL KAPSÜL",SODYUM IYODÜR - 131 (I-131) 0.37 - 7400 MBQ,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8800,MON MDP KIT 10 MG IV ENJEKSIYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON,METİLENDİFOSFONİK ASİT,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8801,MON MDP KIT 10 MG IV ENJEKSIYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON,METILENDIFOSFONIK ASIT,ECZACIBAŞI MONROL
8802,MON MDP KIT 10 MG IV ENJEKSIYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON,Metilendifosfonik asit,
8803,MON.DMSA KIT 1.0 MG I.V. ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,DIMERKAPTOSÜKSINIK ASIT (DMSA),ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SANAYİ VE TİCARET A.Ş.
8804,MON.DTPA KIT 35MG İ.V. ENJEKSIYON IÇIN LIYOFILIZE TOZ,DIETILEN TRIAMIN PENTA ASETIK ASIT KALSIYUM TRISODYUM HIDRAT,
8805,MON.DTPA KIT 35MG İ.V. ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,DIETILEN TRIAMIN PENTA ASETIK ASIT KALSIYUM TRISODYUM HIDRAT,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8806,MON.ECD KIT 1 MG IV ENJEKSIYON İÇIN LIYOFILIZE TOZ IÇEREN FLAKON,BICISATE DIHIDROKLORÜR,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8807,MON.FDG IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,FLORODEOKSİGLUKOZ,ECZACIBAŞI MONROL
8808,"MON.FDOPA (18F) 185 MBQ - 18,5 GBQ (5  MCI-500 MCI) I.V. ENJEKSIYONLUK ÇöZELTI",[18F]-FLORODOPA,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8809,MON.FLT (18 F) 185-4000 MBQ İ.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,FLOROTİMİDİN  ( 18 F-FLT),ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8810,MON.GALYUM-67 74 MBQ/ML I.V. ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,"GALYUM (67GA) SITRAT, 74 MBQ/ ML",ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8811,MON.IYOT-131 0.37- 7400 MBQ ORAL KAPSüL,SODYUM IYODüR-131 ( I-131),Eczacıbaşı Monrol Nükleer Ürünler   San. ve Tic. A.Ş.
8812,MON.İYOT-131 74-18500 MBQ ORAL ÇÖZELTİ İÇEREN FLAKON,SODYUM İYODÜR,CURIUM NÜKLEER TIP A.Ş.
8813,"MON.LUTEC 37 GBQ/ML RADYOFARMASÖTIK PREKÜRSÖR, ÇöZELTI",LUTESYUM (177LU) KLORüR,Eczacıbaşı Monrol Nükleer Ürünler San. ve Tic. A.Ş.
8814,MON.MDP KIT 10 MG IV ENJEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,METİLENDİFOSFONİK ASİT,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SANAYİ VE TİCARET A.Ş.
8815,MON.MIBG- 123 I-TANI  40-820 MBQ I.V. ENJEKSIYONLUK çöZELTI IçEREN FLAKON,( 123 I) IYOBENGUAN,Eczacıbaşı Monrol Nükleer Ürünler San. ve Tic. A.Ş.
8816,MON.MIBG-131I ? TANI 9 ? 120 MBQ / ML I.V. ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,(131I) IOBENGUANE SÜLFAT 9-120 MBQ/ML,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8817,MON.MIBG-131I-TEDAVİ 370-3700 MBQ İ.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,(131I)-İYOBENGUAN SÜLFAT (131I-MIBG),ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8818,MON.MIBI KIT 1.0 MG/FLK I.V. ENJEKSİYON İÇİN STERİL LİYOFİLİZE TOZ,"Tetrakis, Bakır (I) tetrafloroborat",Eczacıbaşı Monrol Nükleer Ürünler San. ve Tic. A.Ş.
8819,MON.MIBI KIT 1.0 MG/FLK IV ENJEKSİYON İÇİN STERİL APİROJEN LİYOFİLİZE TOZ,TETRAKİS(2-METOKSİ İZOBUTİL İZONİTRİL) - BAKIR(I) TETRAFLOROBORAT,ECZACIBAŞI-MONROL NÜKLEER ÜRÜNLER SAN. VE TIC. A.Ş.
8820,MON.NAF ( 18 F) 250 MBQ /ML I.V. ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,SODYUM FLORÜR,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8821,MON.TALYUM -201 ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,TALYUM KLORÜR (201 TL),ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.
8822,MON.TEK 99MO /99MTC JENERATÖR,SODYUM MOLIBDAT/TEKNESYUM SODYUM PERTEKNETAT,
8823,"MON.TEK 99Mo/99mTc JENERATÖR, 5-50 GBq RADYONÜKLİD JENERATÖR","SODYUM MOLİBDAT, SODYUM PERTEKNETAT",Eczacıbaşı Monrol Nükleer Ürünler San. ve Tic. A.Ş.
8824,"MONALİZ %0,05 BURUN SPREYİ, SÜSPANSİYON",MOMETAZON FUROAT MONOHİDRAT,DEVA HOLDİNG A.Ş.
8825,MONDES 5/10 MG FİLM TABLET,"DESLORATADİN, MONTELUKAST SODYUM",PHARMACTİVE İLAÇ SAN. VE TİC. A.Ş.
8826,MONIDAZOL  500  MG  TABLET,TINIDAZOL,Hüsnü Arsan İlaçları A.Ş.
8827,MONOCAİN % 2 AMPUL,LİDOKAİN HİDROKLORÜR,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
8828,MONODOKS 100 MG KAPSÜL,DOKSİSİLİN,DEVA HOLDİNG A.Ş.
8829,MONODUR 60 MG UZATILMIŞ ETKİLİ (DURULES) TABLET,İSOSORBİD-5-MONONİTRAT,SANOFİ SAĞLIK ÜRÜNLERİ LTD ŞTİ.
8830,"MONOHİS % 0.15 BURUN SPREYİ, ÇÖZELTİ",AZELASTİN HİDROKLORÜR,HUMANİS SAĞLIK A.Ş.
8831,MONOKET 20 MG TABLET,İSOSORBID-5-MONONITRAT,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
8832,MONOKET 40 MG TABLET,İSOSORBID MONONITRAT,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
8833,MONOKET LONG 25 MG RETARD KAPSÜL,İSOSORBID-5-MONONITRAT,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
8834,MONOKET LONG 50 MG RETARD KAPSÜL,İSOSORBID-5-MONONITRAT,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
8835,MONOLIZ %0.05 BURUN SPREYİ,MOMETAZON FUROAT MONOHIDRAT,
8836,MONOLONG® 40 MG SR MIKROPELLET KAPSÜL,İSOSORBID-5-MONONITRAT,ALİ RAİF İLAÇ SANAYİ A.Ş.
8837,MONOLONG® 60 MG SR MIKROPELLET KAPSÜL,İSOSORBID-5-MONONITRAT,ALİ RAİF İLAÇ SANAYİ A.Ş.
8838,MONOMISIN 3G ORAL ÇöZELTI HAZıRLAMAK IçIN GRANüL,FOSFOMISIN TROMETAMOL,Emkar İlaç Sanayi ve Ticaret A.Ş
8839,MONOPRİL 10 MG TABLET,FOSİNOPRİL SODYUM,DEVA HOLDİNG A.Ş.
8840,MONOPRİL 20 MG TABLET,FOSİNOPRİL SODYUM,DEVA HOLDİNG A.Ş.
8841,"MONOPRİL PLUS 10 MG/12,5 MG TABLET","FOSİNOPRİL SODYUM, HİDROKLOROTİAZİD",DEVA HOLDİNG A.Ş.
8842,"MONOPRİL PLUS 20 MG/12,5 MG TABLET","FOSİNOPRİL SODYUM, HİDROKLOROTİAZİD",DEVA HOLDİNG A.Ş.
8843,MONOTONE %20 KREM,MONOBENZON,"ASSOS İLAÇ, KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC A.Ş."
8844,MONOVAS 10 MG TABLET,AMLODİPİN BESİLAT,GENSENTA İLAÇ SANAYİ VE TİCARET A.Ş.
8845,MONOVAS 5 MG TABLET,AMLODİPİN BESİLAT,GENSENTA İLAÇ SANAYİ VE TİCARET A.Ş.
8846,MONOVIT B12 1000 MCG/1 ML  I.M ENJEKSİYONLUK ÇÖZELTİ,B12 VITAMINI (SİYANOKOBALAMİN),KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
8847,MONOVİT C 500 MG FİLM TABLET,ASKORBİK ASİT,KOÇAK FARMA
8848,MONOVIT C 500 MG/2 ML IV/IM ENJEKSIYONLUK ÇöZELTI,C-VITAMINI (ASKORBIK ASIT),KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş
8849,MONOVİT D3 300.000 IU/ML  IM ENJEKSİYONLUK  ÇÖZELTİ,D3 VİTAMİNİ,KOÇAK FARMA İLAÇ VE KİMYA SAN.A.Ş.
8850,"MONOVIT D3 50.000 IU/15 ML ORAL DAMLA, ÇÖZELTİ",D VITAMINI (KOLEKALSIFEROL),KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
8851,MONTAIR 10 MG/5 MG FILM KAPLı TABLET,MONTELUKAST SODYUM / LEVOSETIRIZIN DIHIDROKLORüR,Genveon İlaç San. ve Tic. A.Ş.
8852,MONTENİDON 200 MG FİLM KAPLI TABLET,PİRFENİDON,Montero İlaç ve Gıda Sanayi Ticaret Anonim Şirketi
8853,MONTENİDON 600 MG FİLM KAPLI TABLET,PİRFENİDON,Montero İlaç ve Gıda Sanayi Ticaret Anonim Şirketi
8854,MONUROL 3 G GRANUL İÇEREN SAŞE,FOSFOMİSİN TROMETAMOL,BILIM ILAÇ SANAYI VE TICARET A.Ş.
8855,MONUSİN 3 G ORAL ÇÖZELTİ İÇİN GRANÜL İÇEREN SAŞE,FOSFOMİSİN TROMETAMOL,HÜSNÜ ARSAN İLAÇLARI A.Ş.
8856,MOPEM 1 G I.V. ENJEKSIYON İÇIN TOZ İÇEREN FLAKON,MEROPENEM TRIHIDRAT,TÜM - EKİP İLAÇ A.Ş
8857,MOPEM 500 MG I.V. ENJEKSIYON IÇIN TOZ IÇEREN FLAKON,MEROPENEM TRIHIDRAT,TÜM - EKİP İLAÇ A.Ş
8858,MOPİNEX 18/400 MCG İNHALASYON İÇİN TOZ İÇEREN BLİSTER,TİOTROPİUM BROMÜR ANHİDRUS/MOMETAZON FUROAT,NEUTEC İNHALER İLAÇ SANAYİ VE TİCARET A.Ş.
8859,MORESERC 16 MG TABLET,BETAHISTIN DIHIDROKLORÜR,HELBA İLAÇ İÇ VE DIŞ SANAYİ TİCARET LİMİTED ŞİRKETİ
8860,MORESERC 24 MG TABLET,BETAHISTIN DIHIDROKLORÜR,HELBA İLAÇ İÇ VE DIŞ SAN. TİC. A. Ş.
8861,MORFEX 5/100 MCG İNHALASYON İÇİN ÖLÇÜLÜ DOZLU AEROSOL,FORMOTEROL FUMARAT DİHİDRAT/MOMETAZON FUROAT,NEUTEC İNHALER İLAÇ SANAYİ VE TİCARET A.Ş.
8862,MORFEX 5/200 MCG İNHALASYON İÇİN ÖLÇÜLÜ DOZLU AEROSOL,FORMOTEROL FUMARAT DİHİDRAT/MOMETAZON FUROAT,NEUTEC  İNHALER İLAÇ SAN. TİC. A.Ş.
8863,MORFİA 15 MG TABLET,MORFİN SÜLFAT,İLKO İLAÇ SAN. VE TİC. A.Ş.
8864,MORFİA 30 MG TABLET,MORFİN SÜLFAT,İLKO İLAÇ SAN. VE TİC. A.Ş.
8865,MORFİA CR 100 MG FİLM TABLET,MORFİN SÜLFAT,İLKO İLAÇ SAN. V ETİC. A.Ş.
8866,MORFİA CR 15 MG FİLM TABLET,MORFİN SÜLFAT,İLKO İLAÇ SAN. VE TİC. A.Ş.
8867,MORFİA CR 30 MG FİLM TABLET,MORFİN SÜLFAT,İLKO İLAÇ SAN. VE TİC. A.Ş.
8868,MORFİA CR 60 MG FİLM TABLET,MORFİN SÜLFAT,İLKO İLAÇ SAN. VE TİC. A.Ş.
8869,MORFİN HİDROKLORÜR 0.01 G/1 ML ENJEKSİYONLUK ÇÖZELTİ,MORFİN HİDROKLORÜR,OSEL İLAÇ SAN. VE TİC. A.Ş.
8870,"MORFİN HİDROKLORÜR OSEL 0,02 G/ML ENJEKSİYONLUK ÇÖZELTİ",MORFİN HİDROKLORÜR,OSEL İLAÇ
8871,MORFOZİD 500 MG TABLET,MORFOZİNAMİD,KOÇAK FARMA İLAÇ VE KİMYA SAN. A. Ş.
8872,MORPHINE HCL 10 MG/1 ML ENJEKSİYONLUK ÇÖZELTİ,MORFİN HİDROKLORÜR,GALEN
8873,MORPHINE HCL 20 MG/1 ML ENJEKSİYONLUK ÇÖZELTİ,MORFİN HİDROKLORÜR,GALEN
8874,MOTBİR 30 MG SR PELLET İÇEREN KAPSÜL,DOMPERİDON,VİTALİS İLAÇ SAN. TİC.A .Ş.
8875,MOTIGEN 40MG FILM KAPLI TABLET,OTILONYUM BROMÜR,CONSENTİS İLAÇ SANAYİ VE TİCARET LİMİTED ŞİRKETİ
8876,MOTİLİUM 1 MG/ML ORAL SÜSPANSİYON,DOMPERİDON,JOHNSON & JOHNSON SIHHI MAL. SAN. VE TIC. LTD. ŞTİ.
8877,MOTİLİUM 10 MG FİLM TABLET,DOMPERİDON,JOHNSON & JOHNSON SIHHİMALZEME SAN. VE TİC. LTD. ŞTİ.
8878,MOTILIUM SUPPOZITUVAR,DOMPERIDON 30 MG,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.
8879,MOTIS 1 MG/ML ORAL SüSPANSIYON,DOMPERIDON,Deva Holding A.Ş.
8880,MOTIS 10 MG TABLET,DOMPERIDON MALEAT,DEVA HOLDING A.Ş.
8881,MOTİVAL 100 MG TABLET,NİMESULİD,BİOFARMA İLAÇ SAN. VE TİC. A.Ş.
8882,MOTRINAX  FORT  550  MG  FILM  KAPLı  TABLET,NAPROKSEN SODYUM,JNTL TURKEY TÜKETİCİ SAĞLIĞI LİMİTED ŞİRKETİ
8883,MOTRINAX 275 MG FILM KAPLı TABLET,NAPROKSEN SODYUM,JNTL TURKEY TÜKETİCİ SAĞLIĞI LİMİTED ŞİRKETİ
8884,"MOUNJARO 10 MG/0,5 ML ENJEKSİYONLUK ÇÖZELTİ",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8885,"MOUNJARO 10 MG/0,6 ML KWİKPEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8886,"MOUNJARO 12,5 MG/0,5 ML ENJEKSİYONLUK ÇÖZELTİ",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8887,"MOUNJARO 12,5 MG/0,6 ML KWİKPEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8888,"MOUNJARO 15 MG/0,5 ML ENJEKSİYONLUK ÇÖZELTİ",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8889,"MOUNJARO 15 MG/0,6 ML KWİKPEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8890,"MOUNJARO 2,5 MG/0,5 ML ENJEKSİYONLUK ÇÖZELTİ",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8891,"MOUNJARO 2,5 MG/0,6 ML KWİKPEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8892,"MOUNJARO 5 MG/0,5 ML ENJEKSİYONLUK ÇÖZELTİ",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8893,"MOUNJARO 5 MG/0,6 ML KWİKPEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8894,"MOUNJARO 7,5 MG/0,5 ML ENJEKSIYONLUK ÇÖZELTİ",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8895,"MOUNJARO 7,5 MG/0,6 ML KWİKPEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",TİRZEPATİD,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ
8896,MOVERDİN 5 MG TABLET,SELEJİLİN,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
8897,MOXACİN 400 MG FİLM KAPLI TABLET,MOKSİFLOKSASİN HİDROKLORÜR,VEM İLAÇ SAN. VE TİC. LTD. ŞTİ.
8898,MOXACİN 400MG/250ML İ.V. İNFÜZYON İÇİN ÇÖZELTİ İÇEREM FLAKON,MOKSİFLOKSASİN HİDROKLORÜR,VEM İLAÇ SAN. VE TİC. LTD. ŞTİ.
